Evaluation
Total Distance	1966.125618364702
Used Vehicle Number	22

VehicleID	CustomerID
0	o-59-42-15-41-56-74-25-d
1	o-92-5-98-16-86-43-91-100-d
2	o-14-44-38-37-17-93-d
3	o-45-83-61-85-97-13-89-58-d
4	o-63-64-49-32-70-d
5	o-72-2-73-22-55-4-80-d
6	o-27-69-30-51-34-35-77-d
7	o-33-29-78-3-68-24-d
8	o-28-12-76-79-66-d
9	o-95-21-40-53-50-1-d
10	o-36-47-19-90-10-48-d
11	o-39-23-67-54-d
12	o-31-88-7-46-60-d
13	o-65-71-9-20-d
14	o-52-18-84-96-d
15	o-82-8-d
16	o-62-11-26-d
17	o-75-57-d
18	o-99-94-d
19	o-87-d
20	o-81-d
21	o-6-d
22	o-d
23	o-d
24	o-d
