Evaluation
Total Distance	1739.7197678751593
Used Vehicle Number	15

VehicleID	CustomerID
0	o-33-65-71-66-9-35-1-d
1	o-95-42-15-2-41-57-43-91-100-d
2	o-72-29-79-78-34-3-68-24-77-d
3	o-39-67-23-75-56-25-55-4-80-d
4	o-83-45-16-5-61-84-93-37-17-d
5	o-92-44-38-14-99-6-89-96-60-d
6	o-36-47-19-7-49-48-70-d
7	o-27-82-64-8-46-13-58-d
8	o-31-62-63-11-90-32-10-d
9	o-28-69-30-12-54-50-d
10	o-59-98-52-88-18-97-74-d
11	o-21-76-51-81-20-d
12	o-73-40-53-22-26-d
13	o-86-85-94-d
14	o-87-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
