Evaluation
Total Distance	1490.3732703707883
Used Vehicle Number	13

VehicleID	CustomerID
0	o-45-47-19-36-49-46-48-89-d
1	o-2-15-57-38-43-100-13-58-d
2	o-33-29-79-78-34-3-35-77-d
3	o-42-14-44-16-86-84-17-91-93-60-d
4	o-65-71-9-66-20-32-70-1-d
5	o-72-39-23-67-56-55-25-24-80-d
6	o-92-21-73-75-22-41-74-54-4-d
7	o-62-63-30-51-81-50-68-d
8	o-59-5-99-98-85-61-37-97-96-d
9	o-28-12-76-40-87-94-26-d
10	o-83-82-11-64-90-10-d
11	o-95-88-18-8-6-d
12	o-27-69-31-7-52-53-d
13	o-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
