Evaluation
Total Distance	1290.7542281991564
Used Vehicle Number	3

VehicleID	CustomerID
0	o-83-45-5-59-16-44-14-15-42-98-61-86-38-8-82-46-47-36-49-64-10-90-63-11-19-48-7-93-85-91-17-84-60-96-97-74-56-43-100-37-13-58-4-80-89-d
1	o-2-72-21-23-75-67-73-12-29-65-71-30-62-88-31-70-66-20-51-9-35-34-78-81-33-79-3-77-68-39-24-25-55-54-26-50-32-1-d
2	o-52-69-27-28-92-95-99-76-40-41-22-53-18-6-94-87-57-d
3	o-d
4	o-d
5	o-d
6	o-d
7	o-d
8	o-d
9	o-d
10	o-d
11	o-d
12	o-d
13	o-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
