Evaluation
Total Distance	1206.5819727103753
Used Vehicle Number	3

VehicleID	CustomerID
0	o-31-62-63-11-82-83-61-16-45-47-36-19-64-30-90-65-71-66-20-51-9-35-34-78-81-33-79-3-77-68-24-25-55-74-56-4-54-80-50-89-60-48-32-70-1-d
1	o-95-59-98-92-42-14-44-38-15-23-67-39-21-73-72-75-22-41-57-87-100-85-86-17-43-2-96-99-93-5-84-8-49-10-46-91-37-97-58-13-d
2	o-52-69-29-12-76-28-27-88-7-18-53-40-26-94-6-d
3	o-d
4	o-d
5	o-d
6	o-d
7	o-d
8	o-d
9	o-d
10	o-d
11	o-d
12	o-d
13	o-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
