Evaluation
Total Distance	1407.2864125299157
Used Vehicle Number	12

VehicleID	CustomerID
0	o-45-46-47-36-49-64-63-32-90-d
1	o-3-78-34-35-71-65-66-20-30-70-27-d
2	o-39-56-23-67-41-22-75-74-72-21-d
3	o-54-24-29-33-81-9-51-68-50-1-d
4	o-37-14-43-15-42-57-73-26-12-80-d
5	o-88-10-69-7-8-82-48-19-31-d
6	o-85-91-97-2-40-53-61-16-98-95-d
7	o-59-93-92-44-38-5-17-86-100-d
8	o-28-62-76-79-55-4-25-d
9	o-52-18-83-60-96-99-84-89-13-94-6-58-d
10	o-11-77-d
11	o-87-d
12	o-d
13	o-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
