Evaluation
Total Distance	1577.2767999458167
Used Vehicle Number	4

VehicleID	CustomerID
0	o-59-98-14-42-95-16-61-92-19-47-36-45-5-86-44-38-99-96-87-41-22-75-72-73-21-56-2-57-43-97-37-91-17-85-82-46-48-83-60-89-26-58-100-93-d
1	o-31-63-65-71-29-33-51-30-90-11-69-50-76-3-34-78-81-79-9-20-32-49-7-10-66-35-24-55-4-74-54-80-68-77-25-70-1-d
2	o-28-12-39-27-52-64-88-18-62-67-40-53-6-8-84-13-94-d
3	o-23-15-d
4	o-d
5	o-d
6	o-d
7	o-d
8	o-d
9	o-d
10	o-d
11	o-d
12	o-d
13	o-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
