Evaluation
Total Distance	1669.3761365100047
Used Vehicle Number	4

VehicleID	CustomerID
0	o-52-82-83-45-47-36-19-63-64-11-90-51-71-65-30-81-3-29-79-9-20-32-78-24-54-68-50-1-31-10-70-66-35-80-26-77-34-25-58-89-d
1	o-98-59-92-42-75-39-72-73-2-15-95-7-62-88-18-48-46-8-5-84-61-16-91-85-14-86-49-96-37-97-57-74-56-4-13-43-93-100-17-60-d
2	o-28-12-33-27-21-69-94-44-23-40-41-22-67-87-53-6-55-d
3	o-76-99-38-d
4	o-d
5	o-d
6	o-d
7	o-d
8	o-d
9	o-d
10	o-d
11	o-d
12	o-d
13	o-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
