Evaluation
Total Distance	1493.8261078338767
Used Vehicle Number	3

VehicleID	CustomerID
0	o-83-82-47-36-19-63-64-30-65-71-51-33-81-50-76-3-29-78-79-24-9-20-90-49-46-48-7-31-10-70-32-66-35-68-80-77-34-54-26-25-d
1	o-95-98-92-42-14-16-45-5-61-85-59-15-57-2-73-91-44-86-38-99-37-84-8-18-60-41-75-56-72-21-43-97-93-96-94-13-74-1-89-100-17-58-d
2	o-12-39-52-27-69-62-11-88-23-67-22-40-87-6-53-28-4-55-d
3	o-d
4	o-d
5	o-d
6	o-d
7	o-d
8	o-d
9	o-d
10	o-d
11	o-d
12	o-d
13	o-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
