Evaluation
Total Distance	1726.2581869546605
Used Vehicle Number	5

VehicleID	CustomerID
0	o-37-98-85-91-61-16-86-14-43-42-2-57-75-23-15-97-44-5-38-46-8-83-84-51-81-3-29-34-71-66-35-20-32-90-63-19-47-48-82-7-18-60-93-96-59-d
1	o-89-45-36-31-94-95-92-39-24-12-76-50-26-54-67-21-72-41-22-52-1-10-28-56-55-68-4-74-13-17-100-80-25-73-d
2	o-27-33-65-64-11-88-62-30-40-6-99-53-49-77-58-70-d
3	o-69-79-9-78-d
4	o-87-d
5	o-d
6	o-d
7	o-d
8	o-d
9	o-d
10	o-d
11	o-d
12	o-d
13	o-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
