Evaluation
Total Distance	2191.495874607359
Used Vehicle Number	5

VehicleID	CustomerID
0	o-92-63-83-65-82-15-11-47-75-16-12-79-73-7-8-6-78-10-3-46-37-35-43-68-4-1-100-80-93-70-d
1	o-45-36-39-42-72-31-29-28-30-27-19-18-76-85-84-51-57-22-20-49-56-66-97-74-17-13-58-48-25-77-d
2	o-59-14-2-5-44-88-98-38-61-81-41-40-94-50-26-34-54-96-32-91-24-89-d
3	o-95-62-33-64-21-23-86-87-9-99-90-53-60-55-d
4	o-52-69-67-71-d
5	o-d
6	o-d
7	o-d
8	o-d
9	o-d
10	o-d
11	o-d
12	o-d
13	o-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
