Evaluation
Total Distance	1316.0324063903533
Used Vehicle Number	3

VehicleID	CustomerID
0	o-56-75-22-41-57-42-43-14-86-16-61-91-37-92-85-36-46-45-17-44-93-98-38-87-97-59-60-5-84-47-49-64-63-90-32-66-65-78-34-35-71-20-19-48-83-d
1	o-73-72-39-54-24-29-80-68-3-33-81-51-30-70-10-11-62-88-69-31-7-52-50-76-12-26-21-79-9-55-4-74-2-18-82-6-94-96-95-100-13-58-40-25-77-1-d
2	o-27-28-89-23-67-99-15-53-8-d
3	o-d
4	o-d
5	o-d
6	o-d
7	o-d
8	o-d
9	o-d
10	o-d
11	o-d
12	o-d
13	o-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
