Evaluation
Total Distance	1633.43433069628
Used Vehicle Number	4

VehicleID	CustomerID
0	o-92-42-14-45-36-47-64-5-59-98-99-61-16-85-38-86-44-8-7-90-49-46-84-96-97-43-91-17-93-100-37-70-32-48-60-58-89-d
1	o-33-63-65-29-39-23-75-72-73-21-40-2-87-15-57-41-22-67-79-81-9-34-78-3-68-54-50-10-20-35-66-24-80-77-1-25-d
2	o-27-83-82-52-62-11-19-88-31-95-12-76-51-71-30-53-94-6-18-26-55-4-13-74-56-d
3	o-69-28-d
4	o-d
5	o-d
6	o-d
7	o-d
8	o-d
9	o-d
10	o-d
11	o-d
12	o-d
13	o-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
