Evaluation
Total Distance	1575.7235423970133
Used Vehicle Number	4

VehicleID	CustomerID
0	o-92-59-95-42-14-15-2-39-23-98-44-38-86-16-61-85-84-8-7-19-90-10-20-81-9-66-32-49-46-60-91-100-37-43-93-13-89-48-17-58-d
1	o-63-65-33-29-71-47-36-64-11-62-88-30-51-76-78-34-50-3-79-68-54-55-4-24-74-25-56-1-70-35-77-80-d
2	o-72-5-45-82-31-69-12-21-27-52-83-99-87-57-41-22-75-67-73-94-18-6-53-26-97-96-d
3	o-28-40-d
4	o-d
5	o-d
6	o-d
7	o-d
8	o-d
9	o-d
10	o-d
11	o-d
12	o-d
13	o-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
