Evaluation
Total Distance	1458.3936108025382
Used Vehicle Number	14

VehicleID	CustomerID
0	o-61-16-86-44-91-85-98-42-43-14-97-d
1	o-10-32-90-63-64-49-36-47-46-d
2	o-66-71-65-35-34-29-24-54-26-d
3	o-50-51-33-81-78-79-12-80-68-77-3-d
4	o-39-56-23-67-41-22-74-75-72-21-d
5	o-82-48-19-11-45-17-83-7-88-d
6	o-95-96-59-37-93-60-84-18-89-6-94-5-d
7	o-70-30-69-1-9-31-20-52-d
8	o-40-2-57-15-73-55-4-25-d
9	o-27-28-62-8-13-100-d
10	o-92-99-58-d
11	o-38-d
12	o-76-53-d
13	o-87-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
