Evaluation
Total Distance	1564.8658031441691
Used Vehicle Number	14

VehicleID	CustomerID
0	o-92-43-14-38-86-16-61-85-91-100-37-d
1	o-70-30-69-71-35-65-66-20-d
2	o-10-63-62-19-47-36-49-64-88-d
3	o-22-41-15-57-87-97-95-59-93-98-42-d
4	o-32-90-11-46-17-45-82-48-d
5	o-75-56-39-23-24-54-21-73-72-d
6	o-60-83-5-44-84-7-18-89-6-96-d
7	o-34-3-76-79-29-68-33-81-78-d
8	o-26-12-80-67-55-4-40-2-d
9	o-27-31-52-94-99-28-50-51-1-d
10	o-8-74-58-d
11	o-53-13-d
12	o-9-77-d
13	o-25-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
