Evaluation
Total Distance	1958.3088299816022
Used Vehicle Number	6

VehicleID	CustomerID
0	o-83-5-96-59-92-37-98-85-91-14-42-2-21-72-75-23-15-44-16-61-38-99-86-95-84-31-7-82-48-46-66-32-50-3-34-35-25-26-12-80-77-1-d
1	o-52-45-36-47-63-65-11-71-29-73-67-22-94-57-41-20-55-54-56-4-24-68-74-13-60-17-89-58-93-100-d
2	o-39-28-27-69-33-64-19-62-30-51-88-81-9-90-49-10-43-97-70-d
3	o-76-78-40-6-53-d
4	o-8-18-d
5	o-79-87-d
6	o-d
7	o-d
8	o-d
9	o-d
10	o-d
11	o-d
12	o-d
13	o-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
