Evaluation
Total Distance	1237.6648186793648
Used Vehicle Number	3

VehicleID	CustomerID
0	o-82-48-19-47-46-36-64-11-63-90-32-20-71-65-34-78-30-51-9-81-79-3-29-24-54-56-75-22-72-55-4-74-73-21-68-50-66-35-70-1-77-80-25-12-26-28-d
1	o-52-18-83-45-86-14-43-15-57-42-97-92-37-98-85-91-44-16-61-38-41-2-87-95-59-99-96-5-60-84-8-49-10-31-7-17-100-93-94-13-58-89-d
2	o-33-39-69-62-88-76-27-67-23-40-53-6-d
3	o-d
4	o-d
5	o-d
6	o-d
7	o-d
8	o-d
9	o-d
10	o-d
11	o-d
12	o-d
13	o-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
