Evaluation
Total Distance	1487.2667753950209
Used Vehicle Number	3

VehicleID	CustomerID
0	o-2-57-42-43-14-86-16-61-91-44-59-98-85-37-92-97-23-15-41-22-75-72-38-46-47-5-84-60-82-48-19-63-90-32-20-66-71-35-34-29-24-3-81-51-83-d
1	o-52-7-45-36-62-31-1-50-65-33-88-11-64-9-30-78-79-12-18-8-10-49-17-89-21-73-74-25-4-26-13-94-95-100-93-96-58-d
2	o-28-27-69-54-67-39-40-99-87-6-53-76-68-55-56-77-70-80-d
3	o-d
4	o-d
5	o-d
6	o-d
7	o-d
8	o-d
9	o-d
10	o-d
11	o-d
12	o-d
13	o-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
