Evaluation
Total Distance	1213.1301216405789
Used Vehicle Number	4

VehicleID	CustomerID
0	o-3-78-34-35-71-65-66-20-32-90-63-64-49-36-47-19-11-10-70-30-51-9-81-33-79-29-24-39-56-75-22-41-43-14-42-73-72-4-55-54-80-68-12-26-2-21-25-77-50-1-d
1	o-95-97-92-59-93-37-98-85-91-61-16-86-17-45-46-48-82-7-62-88-31-52-18-83-60-99-96-6-8-84-57-40-28-27-94-89-13-74-100-58-5-d
2	o-23-44-15-38-67-53-d
3	o-69-76-87-d
4	o-d
5	o-d
6	o-d
7	o-d
8	o-d
9	o-d
10	o-d
11	o-d
12	o-d
13	o-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
