Evaluation
Total Distance	1641.4256762300506
Used Vehicle Number	15

VehicleID	CustomerID
0	o-3-34-65-9-66-35-77-d
1	o-7-63-11-64-49-82-48-83-d
2	o-72-75-39-23-67-56-55-25-80-d
3	o-91-14-44-16-38-43-85-93-98-37-d
4	o-31-47-36-19-46-17-60-5-96-d
5	o-50-33-29-71-20-32-70-1-d
6	o-94-59-45-61-86-97-2-100-95-d
7	o-52-62-88-30-90-10-26-12-d
8	o-69-76-79-81-78-68-24-21-d
9	o-92-42-15-73-22-4-74-58-d
10	o-28-27-57-41-54-89-d
11	o-51-13-d
12	o-18-8-84-d
13	o-99-6-87-d
14	o-53-40-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
