Evaluation
Total Distance	1659.1572819109915
Used Vehicle Number	14

VehicleID	CustomerID
0	o-34-65-71-9-66-35-1-d
1	o-72-75-39-23-67-56-4-74-2-58-d
2	o-50-33-29-78-79-20-32-3-d
3	o-98-91-85-44-38-86-17-83-5-96-d
4	o-42-14-61-16-6-43-100-37-59-d
5	o-48-47-36-64-49-31-82-7-d
6	o-45-11-19-8-46-60-93-95-d
7	o-63-62-30-90-10-70-52-d
8	o-94-92-15-41-22-21-55-26-12-d
9	o-27-69-99-87-57-97-13-89-d
10	o-28-88-18-84-25-d
11	o-51-81-54-68-24-80-d
12	o-73-40-53-77-d
13	o-76-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
