Evaluation
Total Distance	1518.4649739707186
Used Vehicle Number	14

VehicleID	CustomerID
0	o-2-42-15-57-41-43-100-37-58-d
1	o-72-75-39-23-67-56-4-25-26-d
2	o-48-47-36-64-49-82-7-31-52-d
3	o-85-91-14-44-38-5-17-98-59-94-d
4	o-34-65-71-9-35-3-77-12-d
5	o-96-92-83-61-16-86-97-13-93-95-d
6	o-50-33-29-78-81-20-66-70-1-d
7	o-28-27-73-22-55-74-21-d
8	o-63-30-51-79-54-68-24-80-d
9	o-45-8-84-46-60-89-d
10	o-62-11-19-90-10-32-d
11	o-99-87-6-d
12	o-69-76-40-53-d
13	o-88-18-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
