Evaluation
Total Distance	1902.6582724493328
Used Vehicle Number	17

VehicleID	CustomerID
0	o-31-26-28-30-32-34-50-95-80-d
1	o-92-85-63-76-18-48-21-25-24-91-d
2	o-75-59-87-97-74-58-82-d
3	o-12-14-47-16-15-9-10-13-17-98-d
4	o-39-37-36-38-40-41-43-72-93-96-d
5	o-83-33-84-89-94-d
6	o-7-45-5-3-1-8-46-4-2-100-70-d
7	o-65-23-19-49-22-20-77-52-d
8	o-73-79-78-55-60-d
9	o-42-44-61-81-54-68-d
10	o-27-29-35-d
11	o-64-51-57-66-d
12	o-62-67-71-56-d
13	o-11-88-6-d
14	o-69-99-53-d
15	o-86-d
16	o-90-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
