Evaluation
Total Distance	1410.22366536637
Used Vehicle Number	3

VehicleID	CustomerID
0	o-50-33-34-65-63-64-36-47-19-11-71-81-78-3-29-79-9-51-90-49-46-8-48-10-20-66-32-35-24-55-25-54-4-75-74-72-21-26-77-80-12-d
1	o-31-7-82-83-45-5-59-37-98-85-91-92-42-15-14-44-38-61-99-96-84-86-16-73-22-41-57-87-97-95-6-94-2-56-17-93-100-43-60-89-58-13-1-70-52-d
2	o-39-28-27-62-30-69-88-18-40-23-67-76-53-68-d
3	o-d
4	o-d
5	o-d
6	o-d
7	o-d
8	o-d
9	o-d
10	o-d
11	o-d
12	o-d
13	o-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
