Evaluation
Total Distance	1327.4851231159007
Used Vehicle Number	3

VehicleID	CustomerID
0	o-2-42-96-95-59-92-37-85-98-14-15-23-67-39-21-73-22-57-91-44-16-86-38-99-87-43-41-75-56-74-72-4-25-55-24-68-80-54-34-35-50-3-77-12-26-58-d
1	o-5-83-45-82-48-36-47-65-71-63-11-64-19-62-90-30-51-88-7-49-46-8-84-97-94-10-32-66-20-1-31-70-89-93-100-17-60-52-d
2	o-33-69-29-76-28-27-40-79-78-81-9-53-61-18-6-13-d
3	o-d
4	o-d
5	o-d
6	o-d
7	o-d
8	o-d
9	o-d
10	o-d
11	o-d
12	o-d
13	o-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
