Evaluation
Total Distance	1621.8928401451014
Used Vehicle Number	4

VehicleID	CustomerID
0	o-31-63-36-1-50-3-33-34-29-71-65-9-79-78-81-30-49-90-51-7-82-46-48-10-20-32-35-66-24-25-4-75-80-77-70-d
1	o-96-59-98-37-92-42-14-15-91-44-85-5-83-45-47-88-62-11-19-64-61-84-99-86-8-6-94-95-97-2-74-56-55-72-43-58-13-100-93-17-60-89-52-26-d
2	o-12-21-27-39-23-28-76-73-40-16-38-87-57-41-22-67-53-68-54-d
3	o-69-18-d
4	o-d
5	o-d
6	o-d
7	o-d
8	o-d
9	o-d
10	o-d
11	o-d
12	o-d
13	o-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
