Evaluation
Total Distance	2063.8526509752296
Used Vehicle Number	19

VehicleID	CustomerID
0	o-29-28-26-30-32-31-34-50-91-80-d
1	o-98-2-45-1-3-5-46-7-4-70-100-d
2	o-72-36-71-35-37-96-93-d
3	o-47-16-73-79-12-17-60-d
4	o-83-21-48-23-18-19-49-20-25-24-d
5	o-52-59-75-87-97-74-58-d
6	o-39-42-44-38-40-43-54-d
7	o-63-85-51-76-95-89-d
8	o-92-61-81-41-55-68-d
9	o-65-82-64-57-22-77-d
10	o-33-27-56-94-d
11	o-14-15-9-10-13-d
12	o-62-67-84-66-d
13	o-69-88-90-d
14	o-11-86-d
15	o-8-6-d
16	o-78-d
17	o-53-d
18	o-99-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
