Evaluation
Total Distance	1957.0843478432803
Used Vehicle Number	4

VehicleID	CustomerID
0	o-14-47-73-2-7-46-45-5-3-43-44-72-71-37-38-40-41-78-79-8-6-16-97-59-10-12-13-98-60-4-17-100-70-1-d
1	o-24-20-19-51-63-89-18-48-21-23-75-15-11-99-52-57-83-22-86-87-9-82-49-56-95-94-50-34-31-29-26-28-32-25-77-85-91-d
2	o-81-54-42-36-39-96-62-33-30-27-67-76-90-53-61-84-55-68-66-74-93-80-58-d
3	o-92-65-64-69-88-35-d
4	o-d
5	o-d
6	o-d
7	o-d
8	o-d
9	o-d
10	o-d
11	o-d
12	o-d
13	o-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
