Evaluation
Total Distance	1357.63646672512
Used Vehicle Number	12

VehicleID	CustomerID
0	o-71-35-34-9-20-66-65-d
1	o-62-11-63-19-47-36-49-64-d
2	o-75-39-23-56-55-25-67-4-54-d
3	o-44-14-100-91-61-16-86-38-43-d
4	o-83-45-8-82-48-5-84-17-46-d
5	o-30-51-81-78-33-10-90-32-70-1-d
6	o-92-98-42-57-74-22-41-15-97-37-13-d
7	o-28-12-76-29-79-3-77-50-68-80-24-d
8	o-95-59-99-93-60-18-96-85-58-89-d
9	o-27-2-87-94-40-21-73-72-26-d
10	o-69-52-6-31-88-7-d
11	o-53-d
12	o-d
13	o-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
