Evaluation
Total Distance	1415.5340801858224
Used Vehicle Number	11

VehicleID	CustomerID
0	o-71-65-35-34-9-66-20-1-d
1	o-21-75-23-67-39-56-2-57-43-d
2	o-29-79-78-81-33-51-50-77-3-24-d
3	o-72-73-22-41-15-74-25-55-4-58-d
4	o-83-45-17-86-38-44-91-5-93-60-d
5	o-61-16-14-100-85-98-37-92-6-59-96-13-d
6	o-52-82-47-36-49-19-7-46-48-d
7	o-11-63-90-64-8-32-d
8	o-28-27-69-88-62-31-70-30-10-68-d
9	o-95-42-87-40-76-12-26-54-80-d
10	o-99-84-94-89-18-53-97-d
11	o-d
12	o-d
13	o-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
