Evaluation
Total Distance	1221.1553644685227
Used Vehicle Number	11

VehicleID	CustomerID
0	o-83-45-17-86-38-14-44-91-100-37-89-d
1	o-2-42-15-57-43-41-22-74-56-58-d
2	o-98-16-61-85-93-92-97-87-95-96-13-d
3	o-71-65-35-34-9-66-20-1-d
4	o-59-99-5-84-46-36-49-47-48-60-d
5	o-33-79-78-81-3-29-24-55-68-77-d
6	o-69-30-63-64-19-11-90-32-70-d
7	o-21-72-75-39-23-67-25-4-54-80-d
8	o-12-76-51-50-40-73-26-d
9	o-31-88-7-82-8-18-52-62-10-d
10	o-27-28-53-94-6-d
11	o-d
12	o-d
13	o-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
