Evaluation
Total Distance	1623.2171831902613
Used Vehicle Number	12

VehicleID	CustomerID
0	o-12-29-78-34-9-76-77-3-68-24-d
1	o-31-63-90-32-66-30-51-20-70-1-d
2	o-16-44-14-38-86-61-84-45-17-89-d
3	o-27-88-11-64-52-48-47-60-d
4	o-95-42-15-41-22-57-87-100-43-d
5	o-82-19-36-49-7-8-46-d
6	o-72-75-23-67-39-73-4-56-74-58-d
7	o-83-5-85-91-98-93-99-18-10-d
8	o-92-59-2-25-21-26-54-55-d
9	o-69-33-81-35-28-53-50-80-d
10	o-62-71-79-40-13-97-d
11	o-65-6-96-94-37-d
12	o-d
13	o-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
