Evaluation
Total Distance	1466.6488265924493
Used Vehicle Number	13

VehicleID	CustomerID
0	o-83-45-46-36-49-47-19-48-82-89-d
1	o-95-2-57-15-43-14-16-86-91-100-58-d
2	o-39-23-67-56-22-75-74-72-21-26-d
3	o-31-63-64-90-32-66-35-1-d
4	o-85-61-98-44-38-17-5-93-37-96-d
5	o-33-34-65-71-20-51-3-77-50-d
6	o-92-42-94-99-60-84-97-13-59-d
7	o-52-30-11-88-7-10-70-d
8	o-12-29-24-78-79-55-25-54-80-d
9	o-28-27-62-81-9-68-d
10	o-73-41-87-6-4-d
11	o-69-8-18-d
12	o-76-53-40-d
13	o-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
