Evaluation
Total Distance	1471.9023477502544
Used Vehicle Number	12

VehicleID	CustomerID
0	o-71-65-34-78-29-24-25-28-d
1	o-46-36-47-49-19-48-82-83-60-89-d
2	o-37-14-43-15-41-22-75-74-57-2-58-d
3	o-54-39-23-67-56-55-4-72-26-d
4	o-63-64-11-90-32-10-31-7-52-d
5	o-61-16-86-44-38-91-98-85-100-94-d
6	o-51-81-33-3-79-9-66-35-12-d
7	o-96-59-92-5-99-87-73-21-97-93-95-d
8	o-50-20-30-88-18-17-1-d
9	o-27-69-76-40-53-68-80-77-d
10	o-45-62-8-84-13-70-d
11	o-42-6-d
12	o-d
13	o-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
