Evaluation
Total Distance	1627.6802924486065
Used Vehicle Number	14

VehicleID	CustomerID
0	o-20-71-65-9-66-35-34-d
1	o-51-81-33-3-79-78-29-24-25-54-d
2	o-73-75-39-23-67-56-4-74-72-21-d
3	o-16-86-44-14-38-91-85-61-17-5-d
4	o-46-45-8-83-84-47-48-60-d
5	o-32-50-76-1-28-68-80-77-12-d
6	o-90-63-62-88-49-82-19-7-d
7	o-18-36-64-10-52-70-31-d
8	o-43-42-37-98-99-96-95-97-57-100-59-d
9	o-2-92-15-40-55-58-26-d
10	o-89-27-94-87-6-13-93-d
11	o-69-11-d
12	o-22-41-d
13	o-30-53-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
