Evaluation
Total Distance	1505.6170074206352
Used Vehicle Number	3

VehicleID	CustomerID
0	o-62-63-11-47-36-64-30-33-29-78-79-71-9-51-70-19-90-66-81-35-34-20-65-80-68-77-50-10-17-48-32-89-1-25-d
1	o-83-5-59-92-95-2-42-15-14-44-38-16-98-99-61-45-8-82-7-88-18-84-93-85-100-86-46-49-6-97-43-37-91-96-13-58-74-56-4-55-24-60-d
2	o-27-69-28-31-52-72-39-23-75-41-22-73-21-12-40-57-87-94-53-76-3-67-54-26-d
3	o-d
4	o-d
5	o-d
6	o-d
7	o-d
8	o-d
9	o-d
10	o-d
11	o-d
12	o-d
13	o-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
