Evaluation
Total Distance	1542.7713687988794
Used Vehicle Number	4

VehicleID	CustomerID
0	o-27-59-92-42-15-14-44-38-45-5-16-61-98-99-95-85-93-84-86-17-8-11-90-64-49-36-46-96-74-41-43-37-60-48-32-70-1-13-91-100-89-d
1	o-33-65-63-62-47-83-82-19-88-31-30-28-79-29-71-35-66-51-9-80-68-77-3-20-34-78-50-54-55-25-39-56-4-58-24-d
2	o-69-72-23-67-75-21-12-76-40-73-22-2-57-87-18-7-53-94-10-26-97-6-d
3	o-52-81-d
4	o-d
5	o-d
6	o-d
7	o-d
8	o-d
9	o-d
10	o-d
11	o-d
12	o-d
13	o-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
