Evaluation
Total Distance	1486.0424241542075
Used Vehicle Number	4

VehicleID	CustomerID
0	o-83-5-45-47-11-63-30-69-31-88-62-19-82-8-61-16-44-14-38-86-17-46-36-49-64-65-32-66-35-20-70-1-77-68-80-48-60-100-91-93-13-89-d
1	o-72-15-42-59-95-98-2-12-29-21-73-40-6-99-85-57-75-41-22-23-67-25-55-4-39-56-74-43-37-92-97-96-24-54-58-d
2	o-27-28-33-52-78-71-9-79-76-51-90-7-84-18-94-87-53-34-3-26-50-10-d
3	o-81-d
4	o-d
5	o-d
6	o-d
7	o-d
8	o-d
9	o-d
10	o-d
11	o-d
12	o-d
13	o-d
14	o-d
15	o-d
16	o-d
17	o-d
18	o-d
19	o-d
20	o-d
21	o-d
22	o-d
23	o-d
24	o-d
